MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,Neighborhood,Condition1,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,FirstFlrSF,SecondFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,Threeseasonporch,ScreenPorch,PoolArea,Fence,SaleType,SaleCondition,LivLotRatio,Spaciousness,Bldg_1Fam,Bldg_Duplex,Bldg_Twnhs,Bldg_TwnhsE,Bldg_None,PorchTypes,MedNhbdArea,Feature1,Feature2,MSSubClass_encoded,SalePrice
4,3,60.0,10800,1,0,1,3,3,4,17,2,0,0,6,9,1936,1989,1,1,13,14,2,0.0,3,3,1,2,3,1,5,626.0,1,170.0,796.0,1,4,2,5,1096,370,0,1466,0.0,1.0,2,0,3,1,4,7,7,1,3,1,1950.0,1,2.0,566.0,3,3,3,436,21,0,0,0,0,0,8,4,0.13574074074074075,209.42857142857142,1466,0,0,0,0,2,1374.0,2262.0,1583244.0,145762.9062818408,170000.0
0,3,0.0,15870,1,2,2,3,3,0,12,2,0,2,6,6,1969,1969,1,1,12,10,2,0.0,3,3,1,3,3,2,4,75.0,3,230.0,1096.0,1,5,2,5,1096,0,0,1096,1.0,0.0,1,0,3,1,3,6,8,0,0,1,1969.0,3,1.0,299.0,3,3,3,240,32,0,0,0,0,0,8,0,0.06906112161310649,182.66666666666666,1096,0,0,0,0,2,1200.0,2192.0,2158024.0,187659.19966611633,138800.0
11,4,37.0,4435,1,2,1,3,3,4,5,2,4,2,7,6,2004,2004,1,1,12,13,1,169.0,4,3,2,4,3,2,6,662.0,1,186.0,848.0,1,5,2,5,848,0,0,848,1.0,0.0,1,0,1,1,4,3,8,1,4,1,2004.0,2,2.0,420.0,3,3,3,140,0,0,0,0,0,0,8,4,0.19120631341600902,282.6666666666667,0,0,0,848,0,1,1504.0,1696.0,1699392.0,201862.82861253805,155900.0
0,3,65.0,8775,1,2,1,3,3,4,5,2,0,2,6,6,1994,1994,1,1,12,13,2,0.0,3,3,2,4,3,1,6,495.0,1,495.0,990.0,1,4,2,5,990,0,0,990,0.0,0.0,1,0,3,1,3,5,8,0,0,1,1996.0,1,1.0,299.0,3,3,3,0,64,0,0,0,0,0,8,4,0.11282051282051282,198.0,990,0,0,0,0,1,1504.0,1980.0,1974060.0,187659.19966611633,126000.0
0,3,80.0,11040,1,2,1,3,3,4,14,2,0,2,7,8,1971,2004,1,1,12,13,1,144.0,4,4,1,3,3,1,5,656.0,1,602.0,1258.0,1,5,2,5,1258,0,0,1258,0.0,1.0,2,0,3,1,4,5,8,0,0,1,1971.0,2,2.0,528.0,3,3,3,55,0,0,216,0,0,0,0,0,0.11394927536231884,251.6,1258,0,0,0,0,2,1632.0,2516.0,2521032.0,187659.19966611633,145000.0
0,3,75.0,7500,1,2,1,3,3,0,19,1,0,2,6,6,1963,1963,1,1,6,6,2,0.0,3,3,1,3,3,1,5,824.0,1,216.0,1040.0,1,2,2,5,1040,0,0,1040,1.0,0.0,1,1,3,1,3,5,8,0,0,1,1963.0,3,1.0,308.0,3,3,3,0,0,220,0,0,0,3,8,4,0.13866666666666666,208.0,1040,0,0,0,0,1,1052.0,2080.0,2041520.0,187659.19966611633,133000.0
0,3,70.0,8749,1,2,1,3,3,4,5,2,0,2,8,6,2002,2002,1,1,12,13,1,100.0,4,3,2,4,3,1,1,0.0,1,1459.0,1459.0,1,5,2,5,1459,0,0,1459,0.0,0.0,2,0,3,1,4,6,8,1,4,1,2002.0,2,2.0,527.0,3,3,3,192,39,0,0,0,0,0,8,4,0.16676191564750256,243.16666666666666,1459,0,0,0,0,2,1504.0,2918.0,2920918.0,187659.19966611633,192000.0
0,3,80.0,8800,1,2,1,3,3,4,12,2,0,2,7,7,1964,1964,3,1,6,6,1,425.0,3,3,1,3,3,1,4,553.0,1,698.0,1251.0,1,3,2,5,1251,0,0,1251,1.0,0.0,1,0,3,1,3,6,8,2,4,1,1964.0,2,1.0,461.0,3,3,3,0,116,0,0,0,0,3,8,4,0.1421590909090909,208.5,1251,0,0,0,0,1,1200.0,2502.0,2456964.0,187659.19966611633,160000.0
5,3,0.0,13031,1,2,3,3,3,0,8,2,0,5,7,6,1995,1996,1,1,6,6,2,0.0,3,3,2,4,3,1,5,592.0,1,99.0,691.0,1,4,2,5,691,807,0,1498,0.0,0.0,2,1,3,1,3,6,8,1,3,1,1995.0,3,2.0,409.0,3,3,3,315,44,0,0,0,0,0,8,4,0.11495664185404036,249.66666666666666,1498,0,0,0,0,2,1560.0,2189.0,1379236.0,241622.66663976532,187500.0
9,3,73.0,9069,1,2,1,3,3,4,20,2,0,6,7,7,1992,1992,1,1,6,6,2,0.0,3,3,2,4,3,3,6,747.0,1,189.0,936.0,1,5,2,5,996,0,0,996,1.0,0.0,1,0,2,1,4,5,8,0,0,1,1992.0,1,2.0,564.0,3,3,3,120,0,0,0,0,0,0,8,4,0.10982467747270923,199.2,996,0,0,0,0,1,1575.0,1932.0,1864512.0,148928.4505942788,147000.0
13,4,0.0,1974,1,2,1,3,3,4,10,2,4,5,5,6,1973,1973,1,1,5,5,2,0.0,3,3,1,3,3,1,4,334.0,1,212.0,546.0,1,3,2,5,546,546,0,1092,0.0,0.0,1,1,3,1,3,6,8,0,0,1,1973.0,2,1.0,286.0,3,3,3,120,96,0,0,0,0,0,8,4,0.5531914893617021,182.0,0,0,0,1092,0,2,1092.0,1638.0,1077258.0,141865.32625214042,83500.0
5,1,85.0,10574,1,2,1,3,3,4,21,2,0,5,9,6,2005,2006,1,1,12,13,2,0.0,4,3,2,4,3,2,1,0.0,1,1082.0,1082.0,1,5,2,5,1082,871,0,1953,0.0,0.0,2,1,3,1,4,9,8,1,4,1,2005.0,2,3.0,1043.0,3,3,3,160,50,0,0,0,0,0,8,4,0.18469831662568564,217.0,1953,0,0,0,0,2,1555.0,3035.0,2170492.0,241622.66663976532,252000.0
13,4,24.0,2522,1,2,1,3,3,4,7,2,3,5,8,6,2004,2004,1,1,12,13,3,50.0,4,3,2,4,3,1,1,0.0,1,970.0,970.0,1,5,2,5,970,739,0,1709,0.0,0.0,2,0,3,1,4,7,3,0,0,5,2004.0,1,2.0,380.0,3,3,3,0,40,0,0,0,0,0,8,4,0.6776367961934973,244.14285714285714,0,0,1709,0,0,1,1195.5,2679.0,1943880.0,141865.32625214042,137500.0
11,1,37.0,3316,1,1,2,3,3,4,21,2,4,2,9,6,2005,2005,1,1,8,8,2,0.0,4,3,2,4,3,1,6,1039.0,1,208.0,1247.0,1,5,2,5,1247,0,0,1247,1.0,0.0,1,1,1,1,4,4,8,1,4,1,2005.0,3,2.0,550.0,3,3,3,0,84,0,0,0,0,0,8,4,0.37605548854041015,311.75,0,0,0,1247,0,1,1555.0,2494.0,2500235.0,201862.82861253805,197000.0
10,3,60.0,8544,1,2,1,3,3,0,12,2,2,2,4,5,1950,1950,1,1,3,3,2,0.0,3,3,3,0,0,0,0,0.0,0,0.0,0.0,5,2,1,4,1040,0,0,1040,0.0,0.0,2,0,2,2,3,6,8,0,0,5,1987.0,1,2.0,400.0,3,3,3,0,0,0,0,0,0,0,8,4,0.12172284644194757,173.33333333333334,0,1040,0,0,0,0,1200.0,1040.0,0.0,134829.01833618723,92900.0
13,1,24.0,2160,1,1,1,3,3,4,21,2,3,5,8,6,1999,2000,1,1,8,8,1,212.0,4,3,2,4,3,1,4,510.0,1,90.0,600.0,1,5,2,5,624,628,0,1252,1.0,0.0,2,1,2,1,4,4,8,0,0,5,1999.0,1,2.0,462.0,3,3,3,0,48,0,0,0,0,0,8,4,0.5796296296296296,313.0,0,0,1252,0,0,1,1555.0,1852.0,1200000.0,141865.32625214042,160000.0
4,3,60.0,8400,1,2,1,0,3,4,18,2,0,0,7,6,1925,1950,1,1,8,8,2,0.0,3,3,2,3,3,1,3,423.0,1,758.0,1181.0,1,2,2,5,1390,304,0,1694,0.0,0.0,2,0,4,1,3,7,8,1,4,5,1925.0,1,2.0,576.0,3,3,3,342,0,128,0,0,0,0,8,4,0.20166666666666666,242.0,1694,0,0,0,0,2,1536.5,2875.0,2302950.0,145762.9062818408,136500.0
0,3,71.0,9230,1,2,1,3,3,0,12,1,0,2,6,9,1965,1998,3,1,8,8,1,166.0,3,3,1,3,3,2,6,661.0,1,203.0,864.0,1,4,2,5,1200,0,0,1200,1.0,0.0,1,1,1,1,4,6,8,0,0,5,1977.0,1,2.0,884.0,3,3,3,0,64,0,0,0,0,3,8,4,0.13001083423618634,200.0,1200,0,0,0,0,1,1200.0,2064.0,1726272.0,187659.19966611633,146000.0
0,3,74.0,5868,1,2,1,3,3,4,12,2,0,2,6,8,1956,2000,1,1,8,8,2,0.0,3,3,1,3,3,1,4,248.0,3,448.0,936.0,1,5,2,5,936,0,0,936,1.0,0.0,1,0,2,1,3,4,8,0,0,1,1956.0,3,1.0,308.0,3,3,3,0,0,80,0,160,0,0,8,4,0.15950920245398773,234.0,936,0,0,0,0,2,1200.0,1872.0,1872000.0,187659.19966611633,129000.0
0,3,78.0,9317,1,2,2,3,3,4,5,2,0,2,7,6,2006,2006,1,1,12,13,2,0.0,4,3,2,4,3,1,6,24.0,1,1290.0,1314.0,1,4,2,5,1314,0,0,1314,0.0,0.0,2,0,3,1,4,6,8,1,4,1,2006.0,2,2.0,440.0,3,3,3,0,22,0,0,0,0,0,8,4,0.14103252119781046,219.0,1314,0,0,0,0,1,1504.0,2628.0,2635884.0,187659.19966611633,176432.0
6,4,60.0,6882,1,2,1,3,3,4,9,2,0,5,7,8,1914,2006,1,1,13,14,2,0.0,3,3,2,3,3,1,1,0.0,1,684.0,684.0,1,3,2,5,773,582,0,1355,0.0,0.0,1,1,3,1,4,7,8,0,0,6,1914.0,0,0.0,0.0,0,0,3,136,0,115,0,0,0,0,8,4,0.1968904388259227,193.57142857142858,1355,0,0,0,0,2,1128.0,2039.0,1372104.0,166592.8588481296,127000.0
11,3,0.0,3696,1,2,1,3,3,4,22,2,4,2,9,6,1986,1986,1,1,6,6,2,0.0,4,3,1,4,3,1,1,0.0,1,1074.0,1074.0,1,5,2,5,1088,0,0,1088,0.0,0.0,1,1,2,1,4,5,8,0,0,1,1987.0,2,2.0,461.0,3,3,3,0,74,137,0,0,0,0,8,4,0.2943722943722944,217.6,0,0,0,1088,0,2,1767.0,2162.0,2132964.0,201862.82861253805,170000.0
4,4,50.0,6000,1,2,1,3,3,4,3,2,0,0,5,7,1936,1950,1,1,8,8,2,0.0,3,3,0,3,3,1,4,672.0,1,0.0,672.0,1,3,2,5,757,567,0,1324,0.0,0.0,1,0,3,1,3,6,8,0,0,5,1936.0,1,1.0,240.0,3,3,3,0,0,0,0,0,0,0,8,4,0.22066666666666668,220.66666666666666,1324,0,0,0,0,0,1231.0,1996.0,1310400.0,145762.9062818408,128000.0
0,3,82.0,11880,1,2,2,3,3,4,14,6,0,2,8,6,1978,1978,1,1,9,10,1,206.0,3,3,1,4,3,1,5,704.0,1,567.0,1271.0,1,3,2,5,1601,0,0,1601,0.0,0.0,2,0,3,1,3,7,8,1,3,1,1978.0,2,2.0,478.0,3,3,3,0,0,0,0,0,0,0,0,0,0.13476430976430975,228.71428571428572,1601,0,0,0,0,0,1632.0,2872.0,2514038.0,187659.19966611633,157000.0
1,3,60.0,8400,1,2,1,0,3,4,18,2,0,2,3,6,1920,1950,1,1,13,14,2,0.0,3,3,1,3,2,1,3,290.0,1,0.0,290.0,1,3,1,3,438,0,0,438,0.0,0.0,1,0,1,1,2,3,8,0,0,5,1930.0,1,1.0,246.0,3,3,1,0,0,0,0,0,0,0,8,4,0.052142857142857144,146.0,438,0,0,0,0,0,1536.5,728.0,565500.0,96674.26654732255,60000.0
0,3,61.0,9758,1,2,2,3,3,4,12,2,0,2,6,6,1971,1971,1,1,6,8,2,0.0,3,3,1,3,3,1,4,412.0,2,251.0,950.0,1,3,2,5,950,0,0,950,0.0,0.0,1,0,3,1,3,5,8,0,0,5,1981.0,1,1.0,280.0,3,3,3,0,0,0,0,0,0,0,8,4,0.0973560155769625,190.0,950,0,0,0,0,0,1200.0,1900.0,1872450.0,187659.19966611633,119500.0
0,3,70.0,7000,1,2,1,3,3,4,12,2,0,2,6,8,1960,2002,1,1,13,14,1,45.0,3,3,1,3,3,1,3,588.0,1,422.0,1010.0,1,5,2,5,1134,0,0,1134,0.0,0.0,1,0,2,1,3,6,8,0,0,1,1960.0,2,1.0,254.0,3,3,3,0,16,0,0,0,0,1,8,3,0.162,189.0,1134,0,0,0,0,1,1200.0,2144.0,2022020.0,187659.19966611633,135000.0
0,3,79.0,8910,1,2,1,3,3,0,12,2,0,2,7,7,1959,1959,3,1,3,3,2,0.0,3,3,1,3,3,2,5,655.0,1,0.0,655.0,1,5,2,5,1194,0,0,1194,0.0,1.0,1,0,3,1,3,6,8,1,2,3,1954.0,3,2.0,539.0,3,3,3,0,0,192,0,0,0,0,8,4,0.13400673400673402,199.0,1194,0,0,0,0,1,1200.0,1849.0,1283145.0,187659.19966611633,159500.0
13,4,24.0,2016,1,2,1,3,3,4,2,2,4,5,6,6,1970,1970,1,1,6,6,1,304.0,3,3,1,3,3,1,1,0.0,1,630.0,630.0,1,3,2,5,630,672,0,1302,0.0,0.0,2,1,3,1,3,6,8,0,0,5,1970.0,1,2.0,440.0,3,3,3,0,0,0,0,0,0,0,8,4,0.6458333333333334,217.0,0,0,0,1302,0,0,1092.0,1932.0,1241100.0,141865.32625214042,106000.0
5,3,98.0,12256,1,2,2,3,3,0,15,2,0,5,9,6,1994,1995,1,1,6,6,1,362.0,4,3,2,5,3,3,6,1032.0,1,431.0,1463.0,1,5,2,5,1500,1122,0,2622,1.0,0.0,2,1,3,1,4,9,8,2,3,1,1994.0,2,2.0,712.0,3,3,3,186,32,0,0,0,0,0,8,4,0.2139360313315927,291.3333333333333,2622,0,0,0,0,2,2418.0,4085.0,2918685.0,241622.66663976532,325000.0
0,3,114.0,10357,1,2,2,3,3,0,20,1,0,2,8,6,1990,1991,3,1,6,6,2,0.0,4,3,2,4,3,2,6,738.0,1,172.0,910.0,1,4,2,5,1442,0,0,1442,1.0,0.0,2,0,3,1,4,6,8,1,3,1,1990.0,3,2.0,719.0,3,3,3,0,244,0,0,0,0,0,8,4,0.13922950661388434,240.33333333333334,1442,0,0,0,0,1,1575.0,2352.0,1811810.0,187659.19966611633,179900.0
5,3,168.0,23257,1,2,4,1,3,1,8,2,0,5,8,6,2006,2006,1,1,12,13,2,0.0,4,3,2,5,4,1,1,0.0,1,868.0,868.0,1,5,2,5,887,1134,0,2021,0.0,0.0,2,1,3,1,4,9,8,1,4,3,2006.0,2,2.0,422.0,3,3,3,0,100,0,0,0,0,0,6,5,0.08689856817302317,224.55555555555554,2021,0,0,0,0,1,1560.0,2889.0,1741208.0,241622.66663976532,274725.0
5,3,0.0,8063,1,2,1,3,3,4,8,2,0,5,7,6,2000,2000,1,1,12,13,2,0.0,3,3,2,4,3,1,1,0.0,1,924.0,924.0,1,5,2,5,948,742,0,1690,0.0,0.0,2,1,3,1,3,7,8,1,3,1,2000.0,2,2.0,463.0,3,3,3,100,48,0,0,0,0,0,8,0,0.20959940468808136,241.42857142857142,1690,0,0,0,0,2,1560.0,2614.0,1848000.0,241622.66663976532,181000.0
0,3,107.0,11362,1,2,2,3,3,4,16,2,0,2,9,6,2004,2005,1,1,8,8,3,42.0,4,3,2,5,3,2,6,1039.0,1,797.0,1836.0,1,5,2,5,1836,0,0,1836,1.0,0.0,2,0,3,1,4,7,8,1,4,1,2004.0,3,3.0,862.0,3,3,3,125,185,0,0,0,0,0,8,4,0.16159126914275657,262.2857142857143,1836,0,0,0,0,2,1832.0,3672.0,3681180.0,187659.19966611633,280000.0
5,3,0.0,8000,1,2,1,3,3,4,8,2,0,5,7,6,1995,1996,1,1,6,6,2,0.0,3,3,2,4,3,1,6,219.0,1,554.0,773.0,1,4,2,5,773,885,0,1658,1.0,0.0,2,1,3,1,3,8,8,1,3,1,1995.0,3,2.0,431.0,3,3,3,224,84,0,0,0,0,0,8,4,0.20725,207.25,1658,0,0,0,0,2,1560.0,2431.0,1542908.0,241622.66663976532,188000.0
5,3,80.0,10480,1,2,1,3,3,4,14,2,0,5,8,7,1976,1976,3,1,9,10,1,660.0,3,3,1,3,3,1,5,403.0,1,400.0,803.0,1,3,2,5,1098,866,0,1964,0.0,0.0,2,1,4,1,3,8,8,1,4,1,1976.0,2,2.0,483.0,3,3,3,0,69,0,0,0,0,0,8,4,0.18740458015267175,245.5,1964,0,0,0,0,1,1632.0,2767.0,1586728.0,241622.66663976532,205000.0
0,3,73.0,7100,1,2,2,3,3,0,12,2,0,2,6,8,1957,1957,1,1,14,15,2,0.0,3,3,1,3,3,1,6,708.0,1,108.0,816.0,1,3,2,4,816,0,0,816,1.0,0.0,1,0,2,1,3,5,8,0,0,5,1957.0,1,1.0,308.0,3,3,3,0,0,0,0,0,0,0,8,4,0.11492957746478873,163.2,816,0,0,0,0,0,1200.0,1632.0,1596912.0,187659.19966611633,129900.0
0,3,66.0,8923,1,2,1,3,3,4,12,2,0,2,6,8,1953,2006,1,1,13,14,2,0.0,3,3,1,3,3,1,4,643.0,1,365.0,1008.0,1,4,2,5,1008,0,0,1008,1.0,0.0,1,0,2,1,4,6,8,0,0,1,1953.0,1,1.0,240.0,3,3,3,0,18,0,0,0,0,0,8,4,0.11296649109044044,168.0,1008,0,0,0,0,1,1200.0,2016.0,2022048.0,187659.19966611633,134500.0
0,3,90.0,5400,1,2,1,3,3,4,17,2,0,2,6,8,1954,2000,1,1,8,8,2,0.0,3,4,1,3,3,1,3,415.0,1,418.0,833.0,1,5,2,5,833,0,0,833,0.0,0.0,1,0,2,1,4,4,8,0,0,5,1955.0,1,1.0,326.0,3,3,3,0,0,0,0,0,0,3,8,4,0.15425925925925926,208.25,833,0,0,0,0,0,1374.0,1666.0,1666000.0,187659.19966611633,117000.0
0,3,93.0,12085,1,2,1,3,3,4,16,2,0,2,9,6,2007,2007,3,1,12,13,3,328.0,4,3,2,5,3,1,6,1004.0,1,730.0,1734.0,1,5,2,5,1734,0,0,1734,1.0,0.0,2,0,3,1,5,7,8,1,4,1,2007.0,2,3.0,928.0,3,3,3,0,0,0,0,0,0,0,6,5,0.14348365742656186,247.71428571428572,1734,0,0,0,0,0,1832.0,3468.0,3480138.0,187659.19966611633,318000.0
8,3,0.0,7750,1,2,1,3,3,4,8,2,0,7,9,6,2002,2002,3,1,12,13,2,0.0,4,3,2,4,3,1,6,353.0,1,55.0,408.0,1,5,2,5,779,640,0,1419,1.0,0.0,2,1,3,1,4,7,8,1,3,3,2002.0,3,2.0,527.0,3,3,3,120,0,0,0,0,0,0,8,4,0.1830967741935484,202.71428571428572,1419,0,0,0,0,1,1560.0,1827.0,816816.0,170839.2874529949,184100.0
0,3,57.0,9764,1,2,2,3,3,2,19,1,0,2,6,8,1967,2003,1,1,12,13,2,0.0,3,3,1,3,3,1,4,702.0,1,192.0,894.0,1,5,2,5,894,0,0,894,1.0,0.0,1,0,3,1,4,5,8,0,0,1,1967.0,2,2.0,450.0,3,3,3,0,0,0,0,0,0,0,8,4,0.09156083572306432,178.8,894,0,0,0,0,0,1052.0,1788.0,1790682.0,187659.19966611633,130000.0
8,3,85.0,13825,1,2,1,3,3,4,19,2,0,7,6,7,1958,1987,1,1,8,8,2,0.0,3,4,1,3,3,1,1,0.0,1,533.0,533.0,1,3,2,5,1021,580,0,1601,0.0,1.0,1,0,3,1,3,6,6,0,0,3,1958.0,2,1.0,300.0,3,3,3,280,34,0,0,0,0,0,8,4,0.11580470162748643,266.8333333333333,1601,0,0,0,0,2,1052.0,2134.0,1059071.0,170839.2874529949,140000.0
0,3,70.0,7560,1,2,1,3,3,4,12,2,0,2,6,6,1959,1959,1,1,3,14,2,0.0,3,3,1,3,3,1,2,369.0,1,671.0,1040.0,1,3,2,4,1040,0,0,1040,0.0,0.0,1,0,3,1,3,6,8,0,0,1,1959.0,2,1.0,286.0,3,3,3,140,0,252,0,0,0,2,8,4,0.13756613756613756,173.33333333333334,1040,0,0,0,0,2,1200.0,2080.0,2037360.0,187659.19966611633,133700.0
1,4,59.0,8263,1,2,1,0,3,4,9,2,0,2,7,6,1920,1950,1,1,3,3,2,0.0,3,3,0,3,3,1,1,0.0,1,1012.0,1012.0,1,3,2,4,1012,0,0,1012,0.0,0.0,1,0,2,1,3,6,8,1,4,5,1920.0,1,1.0,308.0,3,3,3,0,22,112,0,0,0,3,8,4,0.12247367784097786,168.66666666666666,1012,0,0,0,0,2,1128.0,2024.0,1973400.0,96674.26654732255,118400.0
0,3,84.0,10084,1,2,1,3,3,4,5,2,0,2,8,6,2005,2006,1,1,12,13,1,196.0,4,3,2,4,3,3,6,24.0,1,1528.0,1552.0,1,5,2,5,1552,0,0,1552,0.0,0.0,2,0,3,1,4,7,8,0,0,1,2005.0,2,3.0,782.0,3,3,3,144,20,0,0,0,0,0,6,5,0.15390717969059897,221.71428571428572,1552,0,0,0,0,2,1504.0,3104.0,3113312.0,187659.19966611633,212900.0
0,3,0.0,8926,1,2,2,3,3,0,7,2,0,2,5,4,1956,1956,1,1,0,0,2,0.0,3,3,1,3,3,1,1,0.0,1,672.0,672.0,1,5,2,4,960,0,0,960,0.0,0.0,1,0,3,1,3,5,8,0,0,2,1956.0,1,1.0,288.0,3,3,3,64,0,0,0,160,0,3,0,0,0.10755097468070804,192.0,960,0,0,0,0,2,1195.5,1632.0,1314432.0,187659.19966611633,112000.0
0,3,50.0,9405,1,2,1,3,3,4,7,2,0,2,6,10,1947,2008,3,1,12,13,2,0.0,3,5,1,3,3,1,1,0.0,1,698.0,698.0,1,5,2,5,698,0,0,698,0.0,1.0,1,0,2,1,3,4,8,0,0,6,1947.0,0,0.0,0.0,0,0,3,0,200,0,0,0,0,0,8,4,0.07421584263689526,174.5,698,0,0,0,0,1,1195.5,1396.0,1401584.0,187659.19966611633,118000.0
8,3,0.0,9125,1,2,2,3,3,4,8,2,0,7,8,6,1992,1992,1,1,6,6,1,170.0,3,3,2,4,3,1,1,0.0,1,384.0,384.0,1,4,2,5,812,670,0,1482,0.0,0.0,2,1,3,1,4,7,8,1,3,1,1992.0,3,2.0,392.0,3,3,3,100,25,0,0,0,0,0,8,4,0.1624109589041096,211.71428571428572,1482,0,0,0,0,2,1560.0,1866.0,764928.0,170839.2874529949,163900.0
0,3,60.0,10434,1,2,1,3,3,4,12,2,0,2,5,6,1955,1955,1,1,9,10,2,0.0,3,3,1,3,3,1,1,0.0,1,1005.0,1005.0,1,3,2,5,1005,0,0,1005,0.0,0.0,1,0,2,1,2,5,8,1,3,5,1977.0,1,2.0,672.0,2,2,3,0,0,0,0,0,0,0,8,4,0.09631972397929844,201.0,1005,0,0,0,0,0,1200.0,2010.0,1964775.0,187659.19966611633,115000.0
11,3,53.0,3684,1,2,1,3,3,4,0,2,4,2,8,6,2007,2007,3,1,12,13,1,130.0,4,3,2,4,3,1,1,0.0,1,1373.0,1373.0,1,5,2,5,1555,0,0,1555,0.0,0.0,2,0,2,1,4,7,8,1,3,1,2007.0,3,3.0,660.0,3,3,3,143,20,0,0,0,0,0,8,4,0.4220955483170467,222.14285714285714,0,0,0,1555,0,2,1455.5,2928.0,2755611.0,201862.82861253805,174000.0
0,3,182.0,14572,1,2,4,3,3,0,8,2,0,2,8,6,2004,2004,3,1,12,13,2,0.0,4,3,2,4,3,3,6,1300.0,1,230.0,1530.0,1,5,2,5,1530,0,0,1530,1.0,0.0,2,0,3,1,4,7,8,1,4,1,2004.0,3,3.0,630.0,3,3,3,144,36,0,0,0,0,0,8,3,0.10499588251441119,218.57142857142858,1530,0,0,0,0,2,1560.0,3060.0,3066120.0,187659.19966611633,259000.0
5,3,59.0,11796,1,2,2,3,3,4,8,2,0,5,8,6,2004,2005,1,1,12,13,2,0.0,4,3,2,4,3,3,1,0.0,1,847.0,847.0,1,5,2,5,847,1112,0,1959,0.0,0.0,2,1,4,1,4,8,8,1,4,3,2004.0,3,2.0,434.0,3,3,3,100,48,0,0,0,0,0,8,4,0.16607324516785352,244.875,1959,0,0,0,0,2,1560.0,2806.0,1698235.0,241622.66663976532,215000.0
10,4,60.0,7200,1,0,1,3,3,4,17,2,2,6,6,6,1980,1980,1,1,8,8,1,180.0,3,3,1,4,3,4,6,936.0,1,0.0,936.0,1,3,2,5,936,0,0,936,1.0,0.0,1,0,2,1,3,4,8,0,0,5,1980.0,1,2.0,672.0,3,3,3,49,0,0,0,0,0,0,8,4,0.13,234.0,0,936,0,0,0,1,1374.0,1872.0,1853280.0,134829.01833618723,140000.0
4,3,65.0,7804,1,2,1,3,3,4,18,2,0,0,5,4,1928,1950,1,1,14,10,2,0.0,3,3,0,3,3,1,4,622.0,1,500.0,1122.0,1,3,2,5,1328,653,0,1981,1.0,0.0,2,0,4,1,4,7,6,2,3,5,1981.0,1,2.0,576.0,3,3,3,431,44,0,0,0,0,3,8,4,0.2538441824705279,283.0,1981,0,0,0,0,2,1536.5,3103.0,2187900.0,145762.9062818408,135000.0
0,3,63.0,10712,1,2,1,3,3,4,11,2,0,2,6,6,1991,1992,1,1,6,6,2,0.0,3,3,2,4,3,2,4,212.0,1,762.0,974.0,1,3,2,5,974,0,0,974,0.0,0.0,1,0,3,1,3,5,8,0,0,6,1991.0,0,0.0,0.0,0,0,3,0,28,0,0,0,0,3,7,0,0.0909260642270351,194.8,974,0,0,0,0,1,1282.0,1948.0,1940208.0,187659.19966611633,93500.0
6,4,90.0,9900,1,2,1,3,3,4,17,2,0,5,7,5,1880,1950,1,1,13,14,2,0.0,3,3,0,3,3,2,1,0.0,1,1008.0,1008.0,2,3,2,5,1178,1032,0,2210,0.0,0.0,2,0,5,1,2,8,8,0,0,5,1930.0,1,1.0,205.0,2,3,1,0,48,0,0,0,0,0,8,4,0.22323232323232323,276.25,2210,0,0,0,0,1,1374.0,3218.0,1965600.0,166592.8588481296,117500.0
5,3,80.0,9828,1,2,2,3,3,4,20,2,0,5,9,6,1995,1995,1,1,12,13,2,0.0,4,3,2,4,3,1,6,584.0,1,544.0,1128.0,1,5,2,5,1142,878,0,2020,0.0,0.0,2,1,3,1,4,8,8,1,3,1,1995.0,2,2.0,466.0,3,3,3,0,155,0,0,0,0,0,8,4,0.20553520553520555,252.5,2020,0,0,0,0,1,1575.0,3148.0,2250360.0,241622.66663976532,239500.0
5,3,57.0,8773,1,2,2,1,3,4,8,2,0,5,7,6,1997,1997,1,1,12,13,2,0.0,3,3,2,4,3,3,1,0.0,1,916.0,916.0,1,4,2,5,916,684,0,1600,0.0,0.0,2,1,3,1,3,7,8,1,3,1,1997.0,3,2.0,460.0,3,3,3,100,38,0,0,0,0,0,8,4,0.18237774991451042,228.57142857142858,1600,0,0,0,0,2,1560.0,2516.0,1829252.0,241622.66663976532,169000.0
